type	latitude	longitude	altitude (m)	color	opacity	name	desc	kml_folder
T	14.051463691	120.788151489	566.8					
T	14.051889609	120.787851903	568.4					
T	14.052185654	120.787803894	572.5					
T	14.052376127	120.787945875	576.0					
T	14.052481490	120.788154304	576.1					
T	14.052606963	120.788637723	576.2					
T	14.052548197	120.789069964	584.0					
T	14.052379715	120.789231939	587.2					
T	14.052294470	120.789297583	587.5					
T	14.052177223	120.789334244	588.8					
T	14.051835131	120.789565642	588.7					
T	14.051423837	120.789647431	584.5					
T	14.051066586	120.789635026	578.3					
T	14.050821732	120.789525876	573.7					
T	14.050104323	120.788987115	538.9					
T	14.049660150	120.788527302	522.6					
T	14.049224267	120.788159445	514.3					
T	14.048961576	120.787752582	502.6					
T	14.048821704	120.787429460	493.5					
T	14.048768728	120.787101211	483.0					
T	14.048595804	120.786720581	473.2					
T	14.048571777	120.786390778	462.4					
T	14.048643647	120.785783098	442.2					
T	14.048859825	120.785556773	438.5					
T	14.049031578	120.785514441	439.1					
T	14.049263950	120.785498009	443.7					
T	14.049503420	120.785571910	453.4					
T	14.049783624	120.785794742	465.5					
T	14.050104829	120.786167155	474.8					
T	14.050433539	120.786631342	482.5					
T	14.050778610	120.787308838	504.6					
T	14.051035972	120.787993402	539.2					
T	14.051266442	120.788711281	575.1					
T	14.051414103	120.789922089	579.2					
T	14.051442846	120.790316661	566.0					
T	14.051355307	120.790746947	550.4					
T	14.051245782	120.790873574	547.1					
T	14.051129756	120.790909156	547.3					
T	14.050982150	120.790915728	548.4					
T	14.050775846	120.790924914	551.8					
T	14.050538361	120.790905174	561.5					
T	14.050355645	120.790822467	569.5					
T	14.050173234	120.790739898	577.2					
T	14.049645993	120.790341176	599.9					
T	14.049366582	120.790113168	608.3					
T	14.049052324	120.789797125	600.3					
T	14.048699129	120.789333603	574.3					
T	14.048526445	120.788951848	556.9					
T	14.048471433	120.788594075	541.2					
T	14.048394625	120.787936991	518.2					
T	14.048639487	120.787320224	493.4					
T	14.048998204	120.787056528	476.6					
T	14.049775725	120.786492294	464.4					
T	14.050323376	120.786334741	481.5					
T	14.050531327	120.786351343	489.3					
T	14.050748511	120.786489144	495.9					
T	14.050915890	120.786752295	501.9					
T	14.051166971	120.787345858	523.2					
T	14.051269519	120.788345491	564.8					
T	14.051311523	120.788922086	582.9					
T	14.051285466	120.789380355	585.8					
T	14.051227629	120.789809511	579.1					
T	14.051174256	120.790298935	566.6					
T	14.051091391	120.790789284	550.6					
T	14.050872218	120.791436692	540.2					
T	14.050647768	120.791597728	547.5					
T	14.050500866	120.791603805	554.9					
T	14.050194491	120.791434961	571.5					
T	14.050008001	120.791291687	581.0					
T	14.049759098	120.791090992	594.2					
T	14.049477279	120.790831919	613.1					
T	14.049222987	120.790542108	622.0					
T	14.048993839	120.790191539	615.3					
T	14.048802771	120.789960113	608.6					
T	14.048725326	120.789693245	593.7					
T	14.048645741	120.789396563	577.9					
T	14.048623916	120.789096944	562.7					
T	14.048646735	120.788614320	540.5					
T	14.048889467	120.788359683	526.2					
T	14.049087914	120.788288013	521.1					
T	14.049262071	120.788278005	518.4					
T	14.049463429	120.788236217	513.9					
T	14.049815482	120.788246202	509.2					
T	14.050058163	120.788353458	512.2					
T	14.050368878	120.788578512	533.4					
T	14.050684866	120.788864711	556.4					
T	14.050987665	120.789365344	577.7					
T	14.051302274	120.790018913	576.6					
T	14.051533095	120.790738903	549.6					
T	14.051652152	120.791556181	524.4					
T	14.051677771	120.792316532	510.0					
T	14.051594484	120.792806585	505.7					
T	14.051520126	120.793417419	500.2					
T	14.051440119	120.793541592	500.3					
T	14.051205773	120.793579456	503.7					
T	14.050786465	120.793501943	512.7					
T	14.050479478	120.793330338	525.3					
T	14.049487949	120.792580059	563.2					
T	14.048408353	120.791300389	602.6					
T	14.047554079	120.789842544	569.9					
T	14.047297930	120.789078520	531.9					
T	14.047195411	120.788456549	513.1					
T	14.047206845	120.787828064	503.2					
T	14.047360879	120.787190221	498.6					
T	14.047484451	120.786523222	486.8					
T	14.047786612	120.785932793	460.7					
T	14.048162566	120.785545806	438.6					
T	14.048459911	120.785253543	427.8					
T	14.049050196	120.784969166	433.9					
T	14.049486475	120.784937182	448.4					
T	14.050230868	120.785064974	477.3					
T	14.051014443	120.785252228	509.5					
T	14.051753048	120.785566804	544.8					
T	14.052321390	120.785956737	544.5					
T	14.052870356	120.786872630	558.2					
T	14.053095537	120.787473570	557.0					
T	14.053204894	120.788143697	551.0					
T	14.053249516	120.788756204	563.2					
T	14.053296370	120.789399340	572.3					
T	14.053299672	120.789860201	564.0					
T	14.053077590	120.790546295	546.1					
T	14.052878291	120.790708699	543.8					
T	14.052585050	120.790813753	545.2					
T	14.052228478	120.790860237	544.9					
T	14.051516710	120.790922381	543.7					
T	14.051220627	120.790935522	545.9					
T	14.050887070	120.790828865	550.7					
T	14.050581720	120.790690973	563.7					
T	14.050396718	120.790578222	571.7					
T	14.050178342	120.790406690	580.0					
T	14.049181996	120.789579579	586.8					
T	14.048730710	120.788970823	556.1					
T	14.048624410	120.788705836	544.9					
T	14.048582449	120.788527670	537.1					
T	14.048622721	120.788284650	526.3					
T	14.048762821	120.788216346	522.3					
T	14.048985634	120.788082844	514.6					
T	14.049271414	120.788005747	507.8					
T	14.049845354	120.787850910	496.6					
T	14.050521674	120.787841156	512.4					
T	14.051215602	120.788013397	548.9					
T	14.051534101	120.788300006	576.2					
T	14.051796191	120.788621129	588.4					
T	14.051955172	120.789162418	596.4					
T	14.052061344	120.789798633	580.6					
T	14.052167575	120.790435209	559.8					
T	14.051820265	120.791000400	540.4					
T	14.051678339	120.791098062	537.4					
T	14.051411438	120.791109677	539.9					
T	14.051233876	120.791117404	541.7					
T	14.051024890	120.791096120	544.5					
T	14.050755219	120.791047209	550.7					
T	14.050479622	120.790907798	563.7					
T	14.050231806	120.790737231	575.1					
T	14.049789580	120.790304129	593.7					
T	14.049460984	120.789806763	592.2					
T	14.049392471	120.789266964	562.5					
T	14.049372758	120.788996336	549.2					
T	14.049586498	120.788319827	515.0					
T	14.049766525	120.787976654	501.3					
T	14.050063950	120.787625749	490.6					
T	14.050423234	120.787300371	493.5					
T	14.050656344	120.787255561	499.9					
T	14.051005880	120.787173000	512.6					
T	14.051257984	120.787370766	528.1					
T	14.051428284	120.787665463	545.6					
T	14.051648461	120.788232460	579.1					
T	14.051797464	120.789048582	597.1					
T	14.051819944	120.790176796	571.0					
T	14.051592807	120.791558635	525.4					
T	14.051243663	120.792879784	514.0					
T	14.050119314	120.794429280	511.0					
T	14.049887280	120.794857821	505.0					
T	14.049499541	120.795138659	502.3					
T	14.049356588	120.795172255	502.5					
T	14.049182685	120.795176533	503.1					
T	14.048705098	120.794978507	505.9					
T	14.047875305	120.794253284	514.1					
T	14.047559258	120.793844954	519.3					
T	14.047178546	120.793320779	526.9					
T	14.046818773	120.792678625	536.4					
T	14.046634006	120.792090899	541.7					
T	14.046445176	120.791444724	549.3					
T	14.046549800	120.790934646	558.7					
T	14.046541372	120.790429291	562.4					
T	14.046619993	120.789949197	563.0					
T	14.046757548	120.789495300	542.3					
T	14.046851540	120.789221996	530.3					
T	14.046952129	120.789037566	524.8					
T	14.047249916	120.788812144	524.1					
T	14.047416670	120.788743070	526.3					
T	14.047676006	120.788758565	533.2					
T	14.047766217	120.788813476	537.0					
T	14.047922535	120.788984729	546.8					
T	14.048074714	120.789096451	555.8					
T	14.048193994	120.789150060	562.1					
T	14.048368801	120.789170735	567.9					
T	14.048486227	120.789194517	568.3					
T	14.048670249	120.789335121	574.6					
T	14.048743301	120.789541904	585.5					
T	14.048749851	120.789631827	590.4					
T	14.048711721	120.789904477	605.1					
T	14.048387495	120.790220892	609.1					
T	14.048168311	120.790381448	602.1					
T	14.047890117	120.790514502	590.7					
T	14.047415032	120.790686265	572.9					
T	14.046556277	120.791023588	557.2					
T	14.045968374	120.791109345	552.5					
T	14.045407490	120.791134407	551.8					
T	14.044813263	120.791042983	554.4					
T	14.044267039	120.790802928	558.7					
T	14.044035305	120.790666762	563.1					
T	14.043770139	120.790444445	569.6					
T	14.043476027	120.790194811	574.8					
T	14.043294411	120.789969451	574.1					
T	14.043197337	120.789769365	564.2					
T	14.043152955	120.789537368	554.0					
T	14.043182216	120.789184246	540.2					
T	14.043222123	120.788976898	530.3					
T	14.043762912	120.788447052	504.4					
T	14.045999853	120.787662873	468.7					
T	14.048061961	120.786544984	477.3					
T	14.048901395	120.786127377	450.4					
T	14.049129049	120.786051507	446.7					
T	14.049363786	120.786065765	452.7					
T	14.049603434	120.786140318	460.2					
T	14.049789561	120.786279273	465.0					
T	14.050014065	120.786537270	467.8					
T	14.050207474	120.786767443	475.8					
T	14.050474650	120.787600966	502.3					
T	14.050611353	120.788261229	531.2					
T	14.050666451	120.789017580	561.3					
T	14.050719344	120.789743680	574.1					
T	14.050767828	120.790409276	564.9					
T	14.050691171	120.791383659	548.5					
T	14.050564004	120.791661801	551.0					
T	14.050423818	120.791758406	556.9					
T	14.050338041	120.791792161	560.7					
T	14.050220854	120.791796908	566.4					
T	14.050074553	120.791802835	573.4					
T	14.049863493	120.791720781	583.3					
T	14.049465102	120.791465764	602.3					
T	14.048881379	120.791039348	618.9					
T	14.048170487	120.790411332	602.2					
T	14.046878011	120.788802933	515.4					
T	14.046303457	120.787941996	481.0					
T	14.045809675	120.786604686	443.6					
T	14.045744922	120.786103665	438.2					
T	14.045838118	120.785442720	431.6					
T	14.045922691	120.785049559	429.3					
T	14.046437815	120.784324663	418.9					
T	14.046778383	120.783909367	410.3					
T	14.047109030	120.783733307	405.7					
T	14.047251647	120.783721906	402.6					
T	14.047365883	120.783712774	400.0					
T	14.047515379	120.783790919	398.1					
T	14.047667258	120.783899050	400.2					
T	14.048104102	120.784346306	408.7					
T	14.048422321	120.785135730	423.9					
T	14.048703659	120.785809083	442.6					
T	14.048816183	120.786555447	463.4					
T	14.048862102	120.787185769	484.0					
T	14.048722482	120.788459552	532.6					
T	14.048617369	120.789007059	558.7					
T	14.048363984	120.789501400	584.0					
T	14.048129131	120.789843541	592.5					
T	14.047831044	120.790098111	588.1					
T	14.047582297	120.790229966	578.1					
T	14.047329828	120.790301965	572.5					
T	14.047045223	120.790315703	568.9					
T	14.046733057	120.790330772	564.9					
T	14.046361024	120.790289267	561.4					
T	14.045929746	120.790191526	557.2					
T	14.045664081	120.790026764	555.6					
T	14.045222745	120.789753056	544.6					
T	14.044954517	120.789530498	535.8					
T	14.044742538	120.789305495	528.7					
T	14.044582199	120.789019099	519.8					
T	14.044294033	120.788121358	497.5					
T	14.044268375	120.787769108	493.9					
T	14.044263994	120.787327038	490.7					
T	14.044615995	120.786418068	472.0					
T	14.045518266	120.785317235	440.0					
T	14.046357056	120.784778660	423.2					
T	14.047998605	120.783692293	399.2					
T	14.048222295	120.783584036	399.1					
T	14.048453035	120.783565523	403.0					
T	14.048790834	120.783810361	414.5					
T	14.048953280	120.784039408	420.2					
T	14.049089097	120.784301075	425.9					
T	14.049175693	120.784687747	433.2					
T	14.049250797	120.785317468	442.1					
T	14.049278712	120.786101783	450.7					
T	14.049321959	120.787096455	474.7					
T	14.049235214	120.788309731	520.0					
T	14.049333741	120.789662306	587.5					
T	14.049336335	120.790898584	619.8					
T	14.049296771	120.791954812	591.5					
T	14.049331168	120.792826694	556.2					
T	14.049310299	120.793339057	539.7					
T	14.049189363	120.793673849	531.0					
T	14.049104653	120.793706593	529.9					
T	14.048959988	120.793711167	529.1					
T	14.048726759	120.793688543	528.7					
T	14.048520655	120.793635148	529.2					
T	14.048160492	120.793437241	531.7					
T	14.047797174	120.793180381	534.9					
T	14.047614879	120.793037380	536.5					
T	14.047030573	120.792462340	542.8					
T	14.046714597	120.792028200	543.5					
T	14.046299902	120.791005410	556.2					
T	14.046083512	120.789976096	557.9					
T	14.046049029	120.789502648	536.8					
T	14.046021011	120.789117973	520.0					
T	14.045992992	120.788733300	505.0					
T	14.046086247	120.788460514	494.8					
T	14.046179603	120.788187430	486.3					
T	14.046299138	120.787882711	479.5					
T	14.046671708	120.787144274	475.2					
T	14.046848694	120.786834311	477.5					
T	14.046971296	120.786557291	475.7					
T	14.047238706	120.786300042	474.2					
T	14.047377030	120.786230778	474.9					
T	14.047577089	120.786217208	475.3					
T	14.047812730	120.786291291	472.9					
T	14.048026693	120.786457173	474.7					
T	14.048338368	120.786767426	480.4					
T	14.048499986	120.786997788	485.0					
T	14.048726188	120.787314830	491.4					
T	14.048992740	120.787780870	503.1					
T	14.049139369	120.788194545	516.8					
T	14.049430922	120.788993195	547.8					
T	14.049487887	120.789775226	589.6					
T	14.049542660	120.790527184	606.2					
T	14.049474474	120.791193977	606.8					
T	14.049314861	120.791803487	597.8					
T	14.049206972	120.792319595	576.3					
T	14.049108534	120.792563991	565.8					
T	14.048921250	120.792781269	558.2					
T	14.048834551	120.792784396	557.9					
T	14.048515089	120.792765929	558.1					
T	14.048249683	120.792685687	559.2					
T	14.047892485	120.792519360	557.3					
T	14.047299763	120.792243365	550.1					
T	14.045961784	120.791406188	546.8					
T	14.045336544	120.790930586	555.0					
T	14.044343478	120.789945544	558.1					
T	14.043979704	120.789522944	545.7					
T	14.043697521	120.789067909	531.5					
T	14.043509069	120.788755420	519.1					
T	14.043460302	120.788464661	505.0					
T	14.043436882	120.788143112	492.4					
T	14.043419848	120.787909258	484.7					
T	14.043540214	120.787666875	479.9					
T	14.043851522	120.787382670	484.5					
T	14.044255334	120.786826125	490.5					
T	14.044853629	120.786224355	459.7					
T	14.045455661	120.785618821	440.9					
T	14.046065784	120.785068764	428.1					
T	14.046546606	120.784644913	417.7					
T	14.046850158	120.784502235	412.6					
T	14.047106304	120.784482682	412.6					
T	14.047141317	120.784569897	414.9					
T	14.047305661	120.784857244	423.6					
T	14.047443819	120.785176907	436.5					
T	14.047582128	120.785496922	448.6					
T	14.047641197	120.785912841	463.4					
T	14.047673821	120.786360655	478.2					
T	14.047723843	120.787047305	497.5					
T	14.047738328	120.788035885	518.0					
T	14.047352782	120.789045650	532.0					
T	14.047062823	120.790165689	569.7					
T	14.046525425	120.791768286	544.8					
T	14.046407918	120.792099898	540.3					
T	14.046336197	120.792280886	537.8					
T	14.046346976	120.792428903	536.3					
T	14.046117230	120.792378378	535.6					
T	14.045881532	120.792239347	535.8					
T	14.045405231	120.791873768	542.9					
T	14.044537693	120.791084911	555.5					
T	14.044177679	120.790718856	559.4					
T	14.043931208	120.790377880	565.9					
T	14.043617477	120.789864974	565.7					
T	14.043420705	120.789435185	551.5					
T	14.043196609	120.788626588	511.9					
T	14.043107819	120.788162782	489.3					
T	14.043086039	120.787108582	459.4					
T	14.043245725	120.786276075	465.9					
T	14.043528333	120.785226812	460.6					
T	14.044175709	120.784204195	458.8					
T	14.044804053	120.783235647	461.7					
T	14.045249026	120.782395921	465.1					
T	14.045622579	120.781707805	469.3					
T	14.045869480	120.781595975	471.4					
T	14.045990936	120.781704385	466.6					
T	14.046173369	120.781867223	459.3					
T	14.046425740	120.782203633	450.5					
T	14.046693839	120.782749043	435.0					
T	14.046999679	120.783412466	410.1					
T	14.047356563	120.784373591	409.8					
T	14.048027508	120.785675641	445.9					
T	14.048791100	120.787009361	479.3					
T	14.049324569	120.788334804	519.6					
T	14.049788702	120.789487993	564.7					
T	14.050802287	120.791287919	544.8					
T	14.050998965	120.791552833	536.0					
T	14.051080038	120.791853227	530.7					
T	14.051004750	120.792038405	531.0					
T	14.050866187	120.792165187	533.7					
T	14.050107484	120.792254957	563.0					
T	14.049378898	120.792282903	575.6					
T	14.048588943	120.792193169	579.3					
T	14.048296727	120.792144608	578.0					
T	14.047882021	120.791981402	569.8					
T	14.047403207	120.791702113	560.6					
T	14.047009492	120.791390680	557.8					
T	14.046617175	120.791080356	556.6					
T	14.046284807	120.790798133	559.3					
T	14.045949126	120.790457624	557.5					
T	14.045730950	120.790171650	556.0					
T	14.045476586	120.789769616	545.7					
T	14.045295913	120.788831680	509.7					
T	14.045242213	120.788094436	485.3					
T	14.045259489	120.787174895	461.1					
T	14.045388757	120.786246947	446.7					
T	14.045555071	120.784660566	445.1					
T	14.045686984	120.784144652	450.8					
T	14.045775764	120.783810111	456.8					
T	14.046172784	120.783420190	447.7					
T	14.046423033	120.783339946	436.0					
T	14.046676064	120.783289248	423.6					
T	14.046960354	120.783265865	413.2					
T	14.047219055	120.783274586	403.1					
T	14.047458491	120.783405090	394.4					
T	14.047731481	120.783593350	396.6					
T	14.048036081	120.783809728	400.8					
T	14.048700788	120.784572266	420.4					
T	14.049000921	120.785093647	434.3					
T	14.049439550	120.786302662	457.4					
T	14.049827784	120.787609719	489.2					
T	14.049923574	120.788118857	503.8					
T	14.049884887	120.788393590	513.3					
T	14.049650738	120.788799942	534.6					
T	14.049460016	120.788991623	547.1					
T	14.049209403	120.789155975	560.5					
T	14.048988374	120.789318395	572.1					
T	14.047690486	120.789745870	570.8					
T	14.047233832	120.789769094	561.3					
T	14.046313552	120.789637477	545.0					
T	14.046025184	120.789563298	539.2					
T	14.045761374	120.789428744	532.0					
T	14.045526222	120.789293018	526.2					
T	14.045291580	120.789157587	520.7					
T	14.045252891	120.789011696	515.8					
T	14.045156206	120.788839489	510.4					
T	14.044905194	120.788469268	499.9					
T	14.044774533	120.788210904	493.5					
T	14.044603375	120.787778087	486.2					
T	14.044808701	120.787144572	471.0					
T	14.045300424	120.786579257	452.5					
T	14.045783910	120.785863067	434.3					
T	14.046461427	120.785039532	423.6					
T	14.047091110	120.784274133	407.6					
T	14.047881881	120.783280351	394.0					
T	14.048471451	120.783020841	395.1					
T	14.048769455	120.783117058	406.0					
T	14.049103913	120.783301439	420.3					
T	14.049923045	120.784480195	458.6					
T	14.050390209	120.785631202	487.7					
T	14.050836184	120.786879182	500.2					
T	14.051273941	120.788406185	566.7					
T	14.050762808	120.789528889	572.8					
T	14.050653733	120.790869688	557.4					
T	14.050677806	120.792414917	539.1					
T	14.050293352	120.795209600	500.4					
T	14.049627643	120.796098327	491.2					
T	14.049106660	120.796918724	487.9					
T	14.048739539	120.797433522	497.3					
T	14.048382986	120.797677441	499.7					
T	14.048190854	120.797799249	500.8					
T	14.047933219	120.797802382	503.1					
T	14.047619194	120.797806201	505.9					
T	14.047271214	120.797721307	510.2					
T	14.046978864	120.797606313	514.0					
T	14.046650443	120.797373631	518.6					
T	14.046022470	120.796880379	527.4					
T	14.045419560	120.796301108	534.8					
T	14.044851951	120.795783065	542.0					
T	14.043989948	120.794601184	568.6					
T	14.043486129	120.793357750	572.1					
T	14.043306604	120.792779114	571.1					
T	14.043205139	120.792139663	570.5					
T	14.043166923	120.791614819	571.8					
T	14.043318021	120.790671381	581.5					
T	14.043596558	120.790335508	573.1					
T	14.043967181	120.790111607	565.3					
T	14.044281699	120.789860348	555.2					
T	14.044948085	120.789442196	532.4					
T	14.045246418	120.789308012	526.7					
T	14.045526222	120.789293018	526.2					
T	14.045778695	120.789279488	525.7					
T	14.046036097	120.789325106	528.9					
T	14.046448314	120.789541231	541.7					
T	14.046628856	120.789680736	549.9					
T	14.046787825	120.789910982	563.0					
T	14.046916454	120.790113232	568.2					
T	14.047053883	120.790434600	568.5					
T	14.047075532	120.790731843	567.7					
T	14.047101510	120.791088537	564.0					
T	14.047133983	120.791534404	557.9					
T	14.047142349	120.792040860	550.6					
T	14.047024084	120.792373239	543.9					
T	14.046792601	120.792709336	535.6					
T	14.046657528	120.792803475	533.0					
T	14.046550897	120.792896470	532.1					
T	14.046166758	120.793058515	532.5					
T	14.045915821	120.793096963	533.9					
T	14.045637481	120.793136296	537.7					
T	14.045385691	120.793145090	541.8					
T	14.045160249	120.793123463	545.4					
T	14.044700136	120.792933533	551.3					
T	14.044229207	120.792568624	555.6					
T	14.043768660	120.791941029	561.8					
T	14.043580280	120.791626424	565.8					
T	14.043411126	120.791194326	575.5					
T	14.043294865	120.790731050	581.8					
T	14.043290387	120.790291923	577.8					
T	14.043338613	120.789820658	568.6					
T	14.043522045	120.789312386	544.8					
T	14.043832958	120.788648826	512.6					
T	14.044083249	120.787898297	495.9					
T	14.044569108	120.787307658	480.4					
T	14.045210038	120.786881708	458.0					
T	14.045489981	120.786863404	453.3					
T	14.045805262	120.786931957	449.5					
T	14.046193020	120.787204517	463.5					
T	14.046568971	120.787687586	479.4					
T	14.046808505	120.788239989	495.3					
T	14.047133267	120.789565226	550.5					
T	14.047275012	120.790334472	571.7					
T	14.047357689	120.791077128	568.4					
T	14.047422714	120.791969965	556.6					
T	14.047529263	120.793040382	535.2					
T	14.047686440	120.794020063	516.8					
T	14.047604410	120.794857622	514.0					
T	14.047408889	120.795309512	513.5					
T	14.047281769	120.795520892	513.4					
T	14.047146175	120.795613242	514.3					
T	14.046834276	120.795620337	517.5					
T	14.046547232	120.795567568	520.9					
T	14.046315145	120.795484062	524.1					
T	14.046055458	120.795401409	527.6					
T	14.045764080	120.795260656	531.6					
T	14.045529403	120.795118870	535.0					
T	14.045207283	120.794920739	540.9					
T	14.044883983	120.794693827	549.5					
T	14.044674667	120.794493760	555.7					
T	14.044463613	120.794264754	560.6					
T	14.044193451	120.793979322	563.1					
T	14.043836942	120.793257815	564.4					
T	14.043762755	120.792996661	564.6					
T	14.043690736	120.792764868	564.8					
T	14.043701206	120.792530048	563.4					
T	14.043804699	120.792056876	561.3					
T	14.044158801	120.791601733	554.5					
T	14.044369372	120.791445635	553.7					
T	14.044710649	120.791165546	553.7					
T	14.044982392	120.791064848	553.3					
T	14.045201174	120.790995875	554.0					
T	14.045618582	120.790947312	554.8					
T	14.045795487	120.791057801	552.7					
T	14.045953173	120.791287953	549.0					
T	14.046267036	120.791719601	543.5					
T	14.046746996	120.792473098	538.5					
T	14.046995144	120.793148405	529.8					
T	14.047536535	120.794710373	514.4					
T	14.047331840	120.795817332	511.1					
T	14.047053964	120.796298774	513.9					
T	14.046885805	120.796717556	516.2					
T	14.046681084	120.797017558	518.9					
T	14.046494242	120.797168611	521.3					
T	14.046106581	120.797263209	527.0					
T	14.045882040	120.797266552	530.4					
T	14.045685968	120.797269471	533.6					
T	14.045425851	120.797155517	537.4					
T	14.045166368	120.797041842	541.1					
T	14.044935296	120.796927981	544.6					
T	14.044700454	120.796755716	548.9					
T	14.044077352	120.796181014	561.0					
T	14.043687818	120.795750420	568.8					
T	14.043196391	120.795032074	576.9					
T	14.042855918	120.794487285	567.5					
T	14.042631504	120.794027850	563.7					
T	14.042449117	120.793393239	565.3					
T	14.042430091	120.793131900	567.0					
T	14.042559579	120.793039905	571.3					
T	14.042775166	120.793002991	571.9					
T	14.043020641	120.792994133	572.2					
T	14.043513369	120.792976353	569.1					
T	14.043843180	120.792964453	563.0					
T	14.044095500	120.793014055	558.6					
T	14.044356970	120.793181026	555.4					
T	14.044480499	120.793353125	554.4					
T	14.044663909	120.793582271	553.9					
T	14.044700205	120.793698780	554.4					
T	14.044738650	120.793844681	555.0					
T	14.044760026	120.794138278	557.0					
T	14.044781402	120.794431877	554.3					
T	14.044719502	120.794727754	552.8					
T	14.044672567	120.794846632	552.9					
T	14.044570232	120.794966898	554.6					
T	14.044147082	120.795241838	563.7					
T	14.043605296	120.795372277	573.5					
T	14.043057935	120.795385600	568.3					
T	14.042553015	120.795194289	551.9					
T	14.042435976	120.795080965	548.8					
T	14.042256432	120.794853216	542.9					
T	14.042193833	120.794738729	540.8					
T	14.042102108	120.794596091	537.5					
T	14.042037484	120.794452783	535.5					
T	14.041939558	120.794223484	532.4					
T	14.041864483	120.793935626	532.8					
T	14.041727090	120.793533973	533.2					
T	14.041631072	120.792957275	529.1					
T	14.041622208	120.792464494	524.8					
T	14.041937166	120.791958180	542.8					
T	14.042442542	120.790683729	569.5					
T	14.042722534	120.790027758	565.4					
T	14.043011918	120.789486306	549.5					
T	14.043319247	120.789176745	542.2					
T	14.043557849	120.789046258	532.5					
T	14.043720789	120.789007863	528.6					
T	14.044007172	120.789139086	529.7					
T	14.044330565	120.789386555	535.5					
T	14.044484102	120.789584713	542.2					
T	14.044667764	120.789811102	549.6					
T	14.044853865	120.790067273	555.5					
T	14.045044551	120.790766733	555.9					
T	14.045405287	120.791489398	546.3					
T	14.045685118	120.792247053	537.6					
T	14.045758289	120.792865765	535.1					
T	14.045803421	120.793485582	535.5					
T	14.045863596	120.794312011	533.7					
T	14.045781596	120.794343972	535.2					
T	14.045520978	120.794233424	541.6					
T	14.045196642	120.794007139	548.6					
T	14.044670320	120.793670326	554.5					
T	14.044172028	120.793304921	557.9					
T	14.043815655	120.792965446	563.5					
T	14.043041079	120.792146266	571.9					
T	14.042738570	120.791749908	574.3					
T	14.042319445	120.790864456	563.9					
T	14.042246147	120.790605658	555.3					
T	14.042270798	120.790196429	550.2					
T	14.042366696	120.790016638	553.1					
T	14.042514972	120.789804759	553.5					
T	14.042713748	120.789531428	546.1					
T	14.042992806	120.789223889	538.6					
T	14.043350708	120.788852407	525.2					
T	14.043633774	120.788572084	509.9					
T	14.043943143	120.788260002	499.1					
T	14.044255650	120.787976258	496.4					
T	14.044449649	120.787964551	492.9					
T	14.044588443	120.787956174	490.2					
T	14.044885896	120.788204328	492.1					
T	14.045192742	120.788571066	501.4					
T	14.045291617	120.788772701	507.7					
T	14.045308801	120.789008619	515.6					
T	14.045368990	120.789449489	532.5					
T	14.045332384	120.789717820	543.4					
T	14.045203402	120.789872356	549.4					
T	14.045093906	120.789907485	550.5					
T	14.044646407	120.789900685	553.4					
T	14.044388190	120.789795982	551.6					
T	14.043979704	120.789522944	545.7					
T	14.043543139	120.789223193	540.8					
T	14.043224250	120.789006091	531.9					
T	14.042904179	120.788760481	515.1					
T	14.042549340	120.788400770	494.4					
T	14.041978383	120.787676350	459.8					
T	14.041732397	120.787283912	447.9					
T	14.041599045	120.786943098	435.0					
T	14.041397172	120.786403599	420.9					
T	14.041286867	120.786003912	413.2					
T	14.041377697	120.785764564	405.6					
T	14.041443772	120.785555911	398.6					
T	14.041455957	120.785351092	392.9					
T	14.041497229	120.785173177	387.8					
T	14.041565517	120.784993118	382.9					
T	14.041687906	120.784808765	379.2					
T	14.041997978	120.784580381	387.9					
T	14.042154446	120.784480458	392.4					
T	14.042313286	120.784409483	397.7					
T	14.042474505	120.784367528	403.9					
T	14.042663275	120.784323355	410.1					
T	14.042854526	120.784308287	417.1					
T	14.042991355	120.784297507	422.2					
T	14.043253023	120.784482768	436.5					
T	14.043398906	120.784589137	443.5					
T	14.043553518	120.784812779	452.4					
T	14.043733777	120.785005352	461.2					
T	14.043863367	120.785260970	469.1					
T	14.044276410	120.785968801	480.3					
T	14.044438623	120.786282406	477.7					
T	14.044738019	120.786942141	472.0					
T	14.044750882	120.787118719	472.9					
T	14.044761601	120.787265867	473.6					
T	14.044603317	120.787394111	479.8					
T	14.044519989	120.787399368	482.5					
T	14.044404710	120.787347614	486.1					
T	14.044202203	120.787242505	492.8					
T	14.043942703	120.787111844	487.3					
T	14.043472030	120.786730834	473.2					
T	14.043207900	120.786513585	463.0					
T	14.042826559	120.786187746	444.7					
T	14.042134433	120.785330000	410.6					
T	14.041914546	120.784557654	383.4					
T	14.041828631	120.784126218	368.6					
T	14.041734298	120.783578869	355.5					
T	14.041683520	120.782882004	340.2					
T	14.041662362	120.782591643	333.7					
T	14.041585016	120.782277076	325.0					
T	14.041534725	120.781960221	316.5					
T	14.041544823	120.781725537	311.0					
T	14.041864944	120.781256955	314.4					
T	14.042046425	120.781122630	320.8					
T	14.042232493	120.781046318	328.3					
T	14.042475577	120.780993830	338.7					
T	14.042694037	120.780973022	347.2					
T	14.043216897	120.780952699	367.7					
T	14.043473036	120.781046393	377.0					
T	14.043825505	120.781308677	388.4					
T	14.043944675	120.781415876	392.0					
T	14.043991615	120.781677716	390.7					
T	14.043978924	120.781885856	394.7					
