type	latitude	longitude	altitude (m)	color	opacity	name	desc	kml_folder
T	14.044625263	120.794120409	558.6					
T	14.044549107	120.794015731	558.8					
T	14.044498340	120.793884885	558.4					
T	14.044422183	120.793806377	558.7					
T	14.044371414	120.793727870	558.7					
T	14.044269872	120.793597024	558.9					
T	14.044244491	120.793466178	558.2					
T	14.044219111	120.793335333	557.4					
T	14.044142957	120.793178319	558.1					
T	14.044117576	120.793047473	558.2					
T	14.044041423	120.792890460	559.2					
T	14.044016038	120.792838122	559.5					
T	14.043965272	120.792654939	559.7					
T	14.043939892	120.792497926	559.5					
T	14.043889125	120.792340913	560.1					
T	14.043889132	120.792183900	560.0					
T	14.043863750	120.792053056	560.2					
T	14.043838368	120.791922212	560.6					
T	14.043812986	120.791791368	560.9					
T	14.043762218	120.791634356	562.1					
T	14.043736838	120.791451176	564.6					
T	14.043711454	120.791346501	566.3					
T	14.043686072	120.791215658	568.4					
T	14.043660688	120.791110984	570.3					
T	14.043660693	120.790953972	572.1					
T	14.043660699	120.790770792	573.3					
T	14.043609929	120.790639950	574.2					
T	14.043584548	120.790430602	573.8					
T	14.043584554	120.790221254	572.8					
T	14.043559170	120.790064243	572.5					
T	14.043559173	120.789959570	570.6					
T	14.043559176	120.789828727	565.2					
T	14.043559179	120.789697885	559.9					
T	14.043559183	120.789540875	553.5					
T	14.043559187	120.789331528	544.9					
T	14.043559189	120.789200686	539.6					
T	14.043559193	120.789017508	531.2					
T	14.043533808	120.788834330	522.7					
T	14.043533811	120.788677320	515.2					
T	14.043533813	120.788520310	507.7					
T	14.043533815	120.788337133	498.9					
T	14.043533816	120.788232459	495.9					
T	14.043533818	120.787996945	489.2					
T	14.043508432	120.787866104	485.0					
T	14.043483046	120.787735263	480.6					
T	14.043457660	120.787604422	476.0					
T	14.043432273	120.787421244	472.0					
T	14.043406886	120.787290403	471.2					
T	14.043406887	120.787133394	471.2					
T	14.043356113	120.786976385	469.7					
T	14.043305339	120.786845544	467.7					
T	14.043305339	120.786740871	467.6					
T	14.043279951	120.786610030	466.4					
T	14.043254564	120.786505358	465.5					
T	14.043229176	120.786400685	464.5					
T	14.043203788	120.786296012	463.6					
T	14.043178400	120.786139003	463.0					
T	14.043178399	120.786034330	463.4					
T	14.043153011	120.785955826	462.4					
T	14.043127622	120.785772648	460.3					
T	14.043076847	120.785694144	456.2					
T	14.043051458	120.785563303	452.4					
T	14.043051457	120.785458630	450.3					
T	14.043026068	120.785327789	446.7					
T	14.043000678	120.785170779	442.8					
T	14.042949901	120.785013770	438.3					
T	14.042924512	120.784909097	435.0					
T	14.042924508	120.784725919	430.4					
T	14.042873731	120.784568910	424.6					
T	14.042848340	120.784411900	419.6					
T	14.042848337	120.784281058	416.2					
T	14.042797560	120.784176385	411.4					
T	14.042772170	120.784071712	408.9					
T	14.042746777	120.783862365	405.2					
T	14.042696000	120.783757692	402.0					
T	14.042695996	120.783626850	400.4					
T	14.042670604	120.783496008	398.0					
T	14.042670602	120.783417503	397.1					
T	14.042670598	120.783286661	395.1					
T	14.042670592	120.783103482	391.2					
T	14.042695975	120.782972640	389.1					
T	14.042695971	120.782867966	386.8					
T	14.042695964	120.782684787	382.8					
T	14.042695956	120.782475438	377.9					
T	14.042670564	120.782344596	372.6					
T	14.042670556	120.782161416	365.6					
T	14.042670548	120.781978235	358.7					
T	14.042645153	120.781795055	351.2					
T	14.042645147	120.781664212	346.3					
T	14.042645140	120.781533368	346.1					
T	14.042645135	120.781428693	346.0					
T	14.042645129	120.781297850	345.8					
T	14.042645125	120.781219344	345.7					
T	14.042645118	120.781088500	345.5					
T	14.042645113	120.780983825	345.3					
T	14.042645110	120.780931487	345.2					
T	14.042645100	120.780748305	345.2					
T	14.042645089	120.780538954	345.6					
T	14.042645080	120.780381941	345.9					
T	14.042619683	120.780224927	345.1					
T	14.042619677	120.780120251	345.3					
T	14.042619667	120.779963237	346.0					
T	14.042619662	120.779884730	347.2					
T	14.042670430	120.779753884	351.5					
T	14.042695811	120.779649207	354.3					
T	14.042746577	120.779518362	358.7					
T	14.042797344	120.779387516	363.2					
T	14.042873499	120.779256670	368.9					
T	14.042949657	120.779204331	373.5					
T	14.043076588	120.779099654	380.1					
T	14.043178135	120.779047316	384.6					
T	14.043305068	120.778968807	389.6					
T	14.043457387	120.778890299	394.1					
T	14.043533546	120.778837960	395.9					
T	14.043660477	120.778759451	398.8					
T	14.043787411	120.778707112	402.0					
T	14.043863568	120.778628603	403.0					
T	14.043965111	120.778550095	404.6					
T	14.044066657	120.778497755	406.5					
T	14.044168206	120.778497755	409.4					
T	14.044295142	120.778497754	411.8					
T	14.044396690	120.778471584	413.2					
T	14.044498236	120.778445414	414.5					
T	14.044599785	120.778445413	416.4					
T	14.044726720	120.778445412	418.8					
T	14.044828269	120.778445411	420.7					
T	14.044929818	120.778471580	423.3					
T	14.045031373	120.778576257	427.7					
T	14.045132926	120.778654764	430.9					
T	14.045209092	120.778733271	434.0					
T	14.045310645	120.778811778	437.6					
T	14.045412198	120.778916455	442.1					
T	14.045488363	120.778994962	445.7					
T	14.045615307	120.779151976	452.8					
T	14.045716861	120.779282822	455.2					
T	14.045793027	120.779387497	456.4					
T	14.045869195	120.779518343	456.3					
T	14.045945360	120.779623019	454.6					
T	14.046021527	120.779753863	452.4					
T	14.046097695	120.779910877	449.8					
T	14.046173865	120.780120229	447.5					
T	14.046275421	120.780329579	444.5					
T	14.046351592	120.780591268	441.7					
T	14.046376987	120.780774450	440.6					
T	14.046427770	120.781009969	439.7					
T	14.046478554	120.781271657	439.4					
T	14.046503953	120.781611851	440.6					
T	14.046605512	120.781978211	439.3					
T	14.046707073	120.782449245	439.3					
T	14.046834021	120.783024952	422.7					
T	14.046960968	120.783652995	409.6					
T	14.046960980	120.784228699	406.9					
T	14.046960989	120.784725898	417.6					
T	14.046986381	120.785144591	429.4					
T	14.046986385	120.785484779	442.5					
T	14.046986388	120.785746462	452.6					
T	14.046986389	120.785955809	459.4					
T	14.046986391	120.786165155	465.2					
T	14.047011778	120.786374501	471.5					
T	14.047113323	120.786662352	482.1					
T	14.047138710	120.786871698	486.2					
T	14.047138710	120.787081044	489.5					
T	14.047164096	120.787290391	493.7					
T	14.047164096	120.787421232	495.8					
T	14.047164096	120.787552074	497.8					
T	14.047164095	120.787787588	501.1					
T	14.047164094	120.787970767	503.7					
T	14.047113321	120.788127777	504.1					
T	14.047113320	120.788284787	506.3					
T	14.047113318	120.788441797	510.2					
T	14.047113317	120.788624975	515.6					
T	14.047113315	120.788781986	520.2					
T	14.047087927	120.788938996	524.3					
T	14.047062539	120.789122175	529.3					
T	14.047062536	120.789331522	538.5					
T	14.047037147	120.789488533	545.7					
T	14.046986372	120.789645543	552.5					
T	14.046935598	120.789776386	558.2					
T	14.046884822	120.789959565	566.4					
T	14.046859433	120.790090408	567.6					
T	14.046859430	120.790221250	567.0					
T	14.046834041	120.790378261	565.9					
T	14.046834037	120.790561441	565.0					
T	14.046834032	120.790744621	564.1					
T	14.046783255	120.790927802	561.3					
T	14.046707092	120.791110982	557.0					
T	14.046681702	120.791241825	554.4					
T	14.046630925	120.791372669	551.7					
T	14.046605536	120.791477344	549.8					
T	14.046554759	120.791608187	547.2					
T	14.046478595	120.791765200	544.5					
T	14.046402432	120.791869874	542.8					
T	14.046377038	120.792105393	540.0					
T	14.046351647	120.792236238	538.4					
T	14.046300869	120.792367082	536.7					
T	14.046275481	120.792419420	536.0					
T	14.046326248	120.792576434	534.8					
T	14.046326243	120.792707278	534.0					
T	14.046326238	120.792838124	533.1					
T	14.046300847	120.792942800	532.4					
T	14.046250070	120.793047475	532.0					
T	14.046199291	120.793178321	531.7					
T	14.046123128	120.793256828	532.1					
T	14.046046961	120.793413842	532.5					
T	14.046046955	120.793544688	532.2					
T	14.045945403	120.793649364	533.4					
T	14.045818463	120.793806379	535.3					
T	14.045742297	120.793911056	536.9					
T	14.045666135	120.793963394	538.5					
T	14.045564582	120.794068071	540.9					
T	14.045412255	120.794172748	544.5					
T	14.045285317	120.794251256	546.6					
T	14.045209152	120.794329764	547.4					
T	14.045056825	120.794434441	549.3					
T	14.044929885	120.794512949	550.7					
T	14.044752170	120.794617627	553.1					
T	14.044676009	120.794617627	554.6					
T	14.044574454	120.794722304	556.0					
T	14.044447518	120.794722304	558.8					
T	14.044320584	120.794696136	561.7					
T	14.044219036	120.794669966	563.9					
T	14.044066717	120.794591458	567.0					
T	14.043965171	120.794539120	569.1					
T	14.043838240	120.794460612	571.7					
T	14.043736695	120.794382104	573.8					
T	14.043635150	120.794303596	575.8					
T	14.043609766	120.794251257	576.4					
T	14.043482835	120.794146581	578.8					
T	14.043406677	120.794068073	579.7					
T	14.043279750	120.793911058	578.7					
T	14.043203595	120.793780213	576.3					
T	14.043102052	120.793649367	574.0					
T	14.043000508	120.793544691	572.4					
T	14.042924352	120.793413846	571.5					
T	14.042772036	120.793256833	570.7					
T	14.042695884	120.793047481	571.5					
T	14.042594343	120.792864298	572.9					
T	14.042543578	120.792654947	575.1					
T	14.042492811	120.792497934	576.6					
T	14.042467432	120.792314752	574.9					
T	14.042467438	120.792183908	574.7					
T	14.042416667	120.792079233	571.5					
T	14.042340512	120.791922221	566.8					
T	14.042315132	120.791739040	565.0					
T	14.042315139	120.791582028	564.8					
T	14.042315142	120.791503521	564.6					
T	14.042315147	120.791372678	564.4					
T	14.042315152	120.791241835	564.2					
T	14.042315157	120.791110992	564.0					
T	14.042315161	120.791006317	563.9					
T	14.042315165	120.790875474	563.6					
T	14.042315173	120.790639957	560.4					
T	14.042315178	120.790482946	557.7					
T	14.042315184	120.790299766	554.7					
T	14.042289799	120.790195093	551.4					
T	14.042213642	120.790011914	543.7					
T	14.042137485	120.789776398	531.5					
T	14.042112102	120.789593220	524.1					
T	14.042086717	120.789462378	518.6					
T	14.042061332	120.789331536	513.2					
T	14.042061334	120.789226863	509.9					
T	14.042035949	120.789122189	505.7					
T	14.041985177	120.788939011	499.0					
T	14.041985179	120.788808170	495.8					
T	14.041959794	120.788677328	491.9					
T	14.041934407	120.788572655	488.9					
T	14.041934409	120.788441814	486.0					
T	14.041934412	120.788258636	480.9					
T	14.041934412	120.788180131	478.1					
T	14.041909026	120.788023121	472.4					
T	14.041909028	120.787892280	467.8					
T	14.041883642	120.787709102	461.5					
T	14.041883643	120.787525924	455.3					
T	14.041883643	120.787447420	452.5					
T	14.041883644	120.787211905	444.0					
T	14.041883645	120.787054896	438.3					
T	14.041883645	120.786871718	431.7					
T	14.041883644	120.786688541	425.1					
T	14.041883644	120.786610036	423.2					
T	14.041883644	120.786505363	421.4					
T	14.041883643	120.786348354	418.5					
T	14.041909029	120.786165176	415.8					
T	14.041909027	120.785981998	412.7					
T	14.041909026	120.785824989	410.0					
T	14.041909024	120.785694148	407.6					
T	14.041909021	120.785458633	403.3					
T	14.041934408	120.785353960	402.5					
T	14.041959793	120.785196951	400.8					
T	14.041959790	120.785013773	397.7					
T	14.041985175	120.784856763	394.8					
T	14.042010559	120.784699753	391.8					
T	14.042010556	120.784568912	388.2					
T	14.042010553	120.784438070	384.6					
T	14.042035939	120.784333397	383.0					
T	14.042061323	120.784176387	379.8					
T	14.042061320	120.784071714	378.3					
T	14.042086704	120.783940872	377.7					
T	14.042112087	120.783783862	376.8					
T	14.042112082	120.783600683	374.4					
T	14.042112080	120.783548346	373.8					
T	14.042112076	120.783417504	372.1					
T	14.042112073	120.783312831	370.6					
T	14.042112068	120.783181988	368.2					
T	14.042112064	120.783051146	365.7					
T	14.042061281	120.782841798	359.2					
T	14.042061277	120.782737124	357.3					
T	14.042035883	120.782580113	353.0					
T	14.042010487	120.782370765	346.1					
T	14.042010480	120.782213754	341.2					
T	14.042010472	120.782030573	335.5					
T	14.042010467	120.781925899	332.3					
T	14.042010459	120.781742718	326.6					
T	14.042010454	120.781638043	323.9					
T	14.041959667	120.781402525	319.8					
T	14.041934272	120.781271681	317.4					
T	14.041934268	120.781193175	316.7					
T	14.041934260	120.781036162	315.2					
T	14.041832697	120.780826811	308.6					
T	14.041807299	120.780643629	307.5					
T	14.041807288	120.780460447	307.5					
T	14.041807275	120.780251095	307.5					
T	14.041807267	120.780120250	307.6					
T	14.041781874	120.780041743	306.4					
T	14.041756480	120.779937066	305.5					
T	14.041705697	120.779832390	303.5					
T	14.041705688	120.779701545	304.1					
T	14.041705683	120.779623037	304.4					
T	14.041731060	120.779466022	306.4					
T	14.041781827	120.779335176	309.8					
T	14.041781824	120.779282838	310.0					
T	14.041807204	120.779178161	312.0					
T	14.041857971	120.779047315	316.2					
T	14.041908733	120.778864129	321.1					
T	14.041908725	120.778759452	322.1					
T	14.042010262	120.778550096	330.3					
T	14.042061026	120.778393080	335.0					
T	14.042111790	120.778236063	338.3					
T	14.042162558	120.778131385	340.6					
T	14.042238715	120.778052876	344.0					
T	14.042340259	120.777948198	348.0					
T	14.042391027	120.777843520	349.0					
T	14.042467185	120.777791180	351.5					
T	14.042594112	120.777634162	350.8					
T	14.042670268	120.777529483	349.0					
T	14.042771810	120.777424804	345.9					
T	14.042898743	120.777346295	343.6					
T	14.042974902	120.777293955	342.1					
T	14.043101830	120.777163106	338.4					
T	14.043177989	120.777110765	337.3					
T	14.043279535	120.777058426	336.4					
T	14.043406469	120.777006086	338.3					
T	14.043508015	120.776953745	341.2					
T	14.043609562	120.776901405	344.2					
T	14.043685722	120.776875235	346.9					
T	14.043812656	120.776822894	351.3					
T	14.043914205	120.776822894	355.8					
T	14.044041141	120.776796723	361.0					
T	14.044168078	120.776796722	366.7					
T	14.044295016	120.776796721	369.1					
T	14.044396568	120.776822891	371.6					
T	14.044523510	120.776901400	375.9					
T	14.044625059	120.776901399	378.0					
T	14.044726611	120.776927568	380.7					
T	14.044853551	120.776979907	384.6					
T	14.044980492	120.777058415	389.4					
T	14.045183594	120.777110753	386.7					
T	14.045310537	120.777215431	387.1					
T	14.045539029	120.777346278	387.0					
T	14.045640583	120.777424786	388.2					
T	14.045818299	120.777529463	389.6					
T	14.045919848	120.777555631	391.1					
T	14.045996014	120.777634139	395.2					
T	14.046097564	120.777686478	398.2					
T	14.046173730	120.777764986	402.2					
T	14.046275280	120.777817324	405.1					
T	14.046376832	120.777895831	409.2					
T	14.046478384	120.777974338	413.2					
T	14.046605322	120.778052845	417.3					
T	14.046808423	120.778183690	418.3					
T	14.046935362	120.778288367	417.2					
T	14.047036913	120.778366873	414.7					
T	14.047189237	120.778445379	408.3					
T	14.047316175	120.778550055	402.4					
T	14.047392341	120.778680901	398.2					
T	14.047468508	120.778811747	393.4					
T	14.047519286	120.778916424	389.8					
T	14.047570071	120.779151947	385.7					
T	14.047620851	120.779308962	382.7					
T	14.047671633	120.779492146	379.8					
T	14.047671638	120.779596823	379.5					
T	14.047697030	120.779727669	378.1					
T	14.047747810	120.779884683	375.5					
T	14.047747817	120.780041698	375.6					
T	14.047773211	120.780224882	375.6					
