type	latitude	longitude	altitude (m)	color	opacity	width	name	desc	kml_folder
T	14.055934552	120.819471644	587.7						
T	14.056939161	120.819879493	577.9						
T	14.058142128	120.819872873	577.3						
T	14.060951177	120.820270807	535.8						
T	14.062355698	120.820469780	515.0						
T	14.063360299	120.820877648	508.8						
T	14.064164407	120.821286623	496.0						
T	14.065169008	120.821694500	485.1						
T	14.066171473	120.821688998	495.0						
T	14.068984781	120.822913767	460.2						
T	14.070991851	120.823316174	466.9						
T	14.072198015	120.823929683	444.3						
T	14.073403114	120.824336500	440.6						
T	14.076018080	120.825975876	438.1						
T	14.076824327	120.826798319	459.3						
T	14.077632704	120.828034188	475.6						
T	14.077433271	120.828241987	480.3						
T	14.075834619	120.829284255	486.3						
T	14.073631287	120.829709671	494.3						
T	14.072229942	120.830130721	501.3						
T	14.069224635	120.830560501	501.9						
T	14.067822230	120.830774845	514.8						
T	14.066218270	120.830783583	510.3						
T	14.064614309	120.830792325	511.9						
T	14.062007872	120.830806538	536.8						
T	14.060203412	120.830816384	559.1						
T	14.058596270	120.830205064	598.1						
T	14.055183596	120.829396935	588.8						
T	14.053177563	120.829201217	561.9						
T	14.051771959	120.828795528	523.6						
T	14.048558675	120.827779687	472.5						
T	14.047354611	120.827579604	462.4						
T	14.046351045	120.827378422	437.6						
T	14.045546918	120.826969463	417.4						
T	14.044744906	120.826973865	407.2						
T	14.043940775	120.826564912	415.0						
T	14.041728867	120.825336965	482.5						
T	14.040323204	120.824931332	461.5						
T	14.039319608	120.824730171	446.6						
T	14.038515454	120.824321235	445.1						
T	14.037712356	120.824118977	424.9						
T	14.036708744	120.823917822	399.5						
T	14.034698321	120.822895506	431.4						
T	14.032688932	120.822079875	381.7						
T	14.031283193	120.821674276	380.1						
T	14.029877440	120.821268681	408.0						
T	14.028873776	120.821067545	407.8						
T	14.027065890	120.820457504	366.2						
T	14.025861678	120.820257480	347.7						
T	14.025057447	120.819848577	337.4						
T	14.024052684	120.819440783	328.8						
T	14.022847381	120.819034100	324.0						
T	14.022044192	120.818831868	322.3						
T	14.021039399	120.818424081	334.1						
T	14.018630842	120.818024057	302.4						
T	14.017628148	120.818029601	271.3						
T	14.016023818	120.818038474	259.1						
T	14.015021104	120.818044020	322.8						
T	14.014019439	120.818256228	331.2						
T	14.013621536	120.818878435	327.3						
T	14.013022018	120.819295088	323.6						
T	14.012224071	120.820126176	329.5						
T	14.011822967	120.820128394	327.9						
T	14.011222372	120.820338385	326.5						
T	14.010422275	120.820756149	319.4						
T	14.010027526	120.821998346	314.5						
T	14.009031084	120.823243875	281.4						
T	14.008836860	120.824484969	296.1						
T	14.008642618	120.825726068	319.5						
T	14.007841430	120.825937170	319.0						
T	14.007847736	120.827177164	336.5						
T	14.008855788	120.828204952	344.7						
T	14.009859625	120.828406077	351.1						
T	14.011265617	120.828811653	347.6						
T	14.012270482	120.829219450	353.3						
T	14.013276377	120.829833917	363.8						
T	14.013683757	120.831071719	364.6						
T	14.014487002	120.831273962	370.4						
T	14.016092417	120.831471780	373.2						
T	14.017699903	120.832082945	355.6						
T	14.020512684	120.833100835	383.0						
T	14.022320637	120.833710918	408.0						
T	14.023928032	120.834322114	418.2						
T	14.026139078	120.835343367	434.2						
T	14.027744339	120.835541232	446.3						
T	14.030152714	120.835941376	464.6						
T	14.031557411	120.836140355	473.6						
T	14.032560009	120.836134856	483.3						
T	14.034568320	120.836743909	491.3						
T	14.035772462	120.836944001	491.3						
T	14.037178153	120.837349684	488.1						
T	14.038181762	120.837550882	487.5						
T	14.038984856	120.837753181	471.7						
T	14.040991009	120.837948906	458.0						
T	14.041995647	120.838356804	472.2						
T	14.042598218	120.838560206	476.6						
T	14.043601804	120.838761424	466.6						
T	14.044404878	120.838963736	477.7						
T	14.046214659	120.839987353	520.7						
T	14.046820353	120.840810847	496.8						
T	14.046824525	120.841637624	476.8						
T	14.046024583	120.842055379	488.0						
T	14.045225676	120.842679828	501.1						
T	14.044430920	120.844131061	527.6						
T	14.043830431	120.844341029	526.7						
T	14.043429410	120.844343211	522.3						
T	14.041825322	120.844351943	514.3						
T	14.041023273	120.844356312	511.9						
T	14.039217617	120.844159453	499.1						
T	14.038413485	120.843750440	492.7						
T	14.037609350	120.843341432	479.6						
T	14.036604697	120.842933523	463.8						
T	14.035598999	120.842318931	450.1						
T	14.034592258	120.841497659	445.4						
T	14.033583434	120.840263023	418.7						
T	14.033178236	120.839438479	451.0						
T	14.032572516	120.838615038	469.6						
T	14.032567309	120.837581624	474.8						
T	14.032762616	120.836547119	482.6						
T	14.033561558	120.835922677	496.3						
T	14.033960503	120.835507119	490.2						
T	14.035359932	120.834672700	481.9						
T	14.035760964	120.834670502	481.2						
T	14.036561974	120.834459426	462.8						
T	14.037762955	120.834039470	463.7						
T	14.038966023	120.834032878	488.4						
T	14.039767016	120.833821804	496.3						
T	14.040568005	120.833610728	506.8						
T	14.042373626	120.833807532	528.6						
T	14.044180285	120.834211025	532.3						
T	14.045385417	120.834617818	540.1						
T	14.046390039	120.835025713	522.2						
T	14.048999731	120.835631544	519.0						
T	14.049602287	120.835834951	514.7						
T	14.050404295	120.835830576	507.7						
T	14.051408901	120.836238492	503.4						
T	14.053015006	120.836643137	527.5						
T	14.053616508	120.836639861	541.0						
T	14.055422054	120.836836731	576.9						
T	14.056023552	120.836833458	591.3						
T	14.057026045	120.836828004	614.3						
T	14.058026434	120.836409160	618.3						
T	14.059427813	120.835988133	610.8						
T	14.060428193	120.835569286	607.5						
T	14.061426461	120.834737043	571.4						
T	14.062225281	120.834112585	534.2						
T	14.062624161	120.833697009	521.4						
T	14.063822910	120.832863669	521.1						
T	14.065016359	120.830996838	510.9						
T	14.066411342	120.829335605	517.3						
T	14.067404257	120.827469860	515.1						
T	14.068400347	120.826224200	485.8						
T	14.069194870	120.824772935	453.9						
T	14.069791022	120.823736158	450.1						
T	14.070585527	120.822284885	474.8						
T	14.071182736	120.821454799	495.5						
T	14.072175581	120.819589021	473.0						
T	14.072770638	120.818345531	410.2						
T	14.073166268	120.817309838	384.0						
T	14.073562966	120.816480840	397.3						
T	14.073954294	120.814618351	431.6						
T	14.073949997	120.813791562	418.9						
T	14.074542875	120.812134658	376.9						
T	14.074938482	120.811098950	403.7						
T	14.075327617	120.808823048	414.1						
T	14.076514389	120.805715881	371.9						
T	14.076706235	120.804061164	368.1						
T	14.076901319	120.803026543	358.0						
T	14.077291477	120.800957292	357.7						
T	14.077682706	120.799094729	345.3						
T	14.078275509	120.797437732	344.5						
T	14.078668893	120.795988549	325.2						
T	14.078861776	120.794540482	297.5						
T	14.078855245	120.793300242	249.9						
T	14.078848708	120.792059996	244.7						
T	14.078845438	120.791439872	251.8						
T	14.077642456	120.791446652	296.1						
T	14.075841262	120.792076932	325.4						
T	14.074243840	120.793326177	293.2						
T	14.073245726	120.794158616	319.0						
T	14.071845534	120.794786594	331.6						
T	14.070053065	120.797070383	343.3						
T	14.068465421	120.800179772	491.8						
T	14.067477055	120.802872366	523.1						
T	14.066689155	120.805563812	479.6						
T	14.066095242	120.807013983	466.0						
T	14.065100337	120.808466370	504.0						
T	14.064505329	120.809709835	472.3						
T	14.064111884	120.811158871	439.0						
T	14.063719504	120.812814591	487.8						
T	14.063526531	120.814262512	480.0						
T	14.063131985	120.815504851	493.3						
T	14.062335374	120.816542711	521.7						
T	14.061340404	120.817995043	490.3						
T	14.060345423	120.819447368	525.2						
T	14.058949441	120.820901890	580.2						
T	14.058152797	120.821939727	565.7						
T	14.057357210	120.823184246	555.9						
T	14.055366075	120.825882159	571.4						
T	14.053373827	120.828373375	558.8						
T	14.052376627	120.829412292	548.9						
T	14.050584803	120.831902399	529.3						
T	14.049987517	120.832732436	503.8						
T	14.049190774	120.833770255	503.1						
T	14.047795664	120.835431423	492.8						
T	14.046997845	120.836262554	489.2						
T	14.045603736	120.838130416	482.5						
T	14.044805892	120.838961549	491.5						
T	14.044210634	120.840204972	463.0						
T	14.042419587	120.842901807	512.9						
T	14.041227933	120.845181999	528.6						
T	14.040433125	120.846633241	504.0						
T	14.039637264	120.847877794	472.7						
T	14.038841387	120.849122356	456.2						
T	14.037838800	120.849127811	451.0						
T	14.036834147	120.848719871	449.0						
T	14.036832086	120.848306474	453.4						
T	14.037430549	120.847683105	481.7						
T	14.038226423	120.846438557	512.6						
T	14.039220726	120.844779533	506.0						
T	14.041213403	120.842288286	495.2						
T	14.042209715	120.841042671	473.9						
T	14.043005498	120.839798154	457.1						
T	14.043600760	120.838554733	468.3						
T	14.044198100	120.837724697	481.4						
T	14.045192254	120.836065720	516.8						
T	14.046390039	120.835025713	522.2						
T	14.046987349	120.834195678	513.2						
T	14.047583600	120.833158959	524.9						
T	14.048379292	120.831914460	557.3						
T	14.048576632	120.831293308	551.5						
T	14.048973415	120.830464375	537.3						
T	14.049368078	120.829222074	513.5						
T	14.049764850	120.828393143	477.6						
T	14.049962176	120.827771993	469.9						
T	14.050354699	120.826116332	503.0						
T	14.050750390	120.825080721	501.2						
T	14.051146077	120.824045111	514.6						
T	14.051942752	120.823007296	533.4						
T	14.052537855	120.821763900	541.1						
T	14.053531809	120.820104934	537.2						
T	14.054922457	120.817617025	558.4						
T	14.056113645	120.815336891	529.7						
T	14.057505298	120.813055635	549.9						
T	14.059292522	120.809738719	465.4						
T	14.061079692	120.806421757	486.0						
T	14.062866813	120.803104740	521.0						
T	14.064653888	120.799787660	542.5						
T	14.066041025	120.796679445	380.7						
T	14.067228727	120.793778987	349.4						
T	14.068018692	120.791500823	374.7						
T	14.068412027	120.790051679	409.0						
T	14.069205251	120.788393562	384.0						
T	14.070198963	120.786734289	381.5						
T	14.070396170	120.786113045	374.5						
T	14.071193767	120.785281691	341.2						
T	14.071788673	120.784038049	304.5						
T	14.071984777	120.783210081	293.4						
T	14.072579677	120.781966416	268.8						
T	14.073175674	120.780929446	254.8						
T	14.073370672	120.779894743	255.0						
T	14.073366270	120.779067890	256.8						
T	14.073758456	120.777411883	242.4						
T	14.073752944	120.776378297	235.1						
T	14.073747427	120.775344705	230.9						
T	14.073738593	120.773690943	225.9						
T	14.073330958	120.772452905	220.0						
T	14.072324023	120.771631749	222.9						
T	14.070918297	120.771226335	218.7						
T	14.068712782	120.771238948	208.2						
T	14.066908272	120.771249259	204.2						
T	14.065508096	120.771877421	202.2						
T	14.064710534	120.772708856	211.1						
T	14.064114581	120.773745849	220.0						
T	14.063520843	120.775196247	238.0						
T	14.063129812	120.777058903	260.1						
T	14.062738770	120.778921529	288.4						
T	14.061951134	120.781613205	350.6						
T	14.061361767	120.783890296	438.3						
T	14.060977273	120.786993004	530.4						
T	14.060395531	120.790716862	447.4						
T	14.059808269	120.793407210	402.8						
T	14.059614328	120.794648464	421.8						
T	14.059218796	120.795684148	460.9						
T	14.058428807	120.797962182	502.9						
T	14.057832767	120.798998966	532.1						
T	14.057238895	120.800449111	551.7						
T	14.056645014	120.801899245	530.4						
T	14.056050038	120.803142688	523.5						
T	14.055055148	120.804595034	515.1						
T	14.054261824	120.806252933	501.8						
T	14.053068574	120.808119724	577.1						
T	14.051678038	120.810607644	614.0						
T	14.050088041	120.813303327	519.0						
T	14.048695282	120.815377850	500.4						
T	14.047704561	120.817656825	513.5						
T	14.046311738	120.819731327	488.4						
T	14.045519322	120.821595832	482.5						
T	14.044329062	120.824082574	501.2						
T	14.043537650	120.826153757	437.9						
T	14.042946712	120.828223845	409.0						
T	14.042751486	120.829258343	412.5						
T	14.042756758	120.830291742	448.4						
T	14.042561518	120.831326246	490.6						
T	14.042367323	120.832567434	537.5						
T	14.042172071	120.833601945	530.8						
T	14.041577891	120.835052022	505.0						
T	14.041185248	120.836707694	476.5						
T	14.040988920	120.837535532	460.4						
T	14.040598337	120.839604596	455.6						
T	14.039802540	120.840849108	465.8						
T	14.038607776	120.842509198	475.5						
T	14.037808830	120.843133647	478.9						
T	14.037609350	120.843341432	479.6						
T	14.036607807	120.843553595	473.6						
T	14.035206250	120.843974641	462.5						
T	14.034005201	120.844394595	454.4						
T	14.032602584	120.844608955	458.4						
T	14.031599970	120.844614436	421.6						
T	14.030797872	120.844618823	409.9						
T	14.030191131	120.843588669	407.8						
T	14.030186995	120.842761919	395.0						
T	14.030181820	120.841728486	384.3						
T	14.030375088	120.840280592	446.8						
T	14.030770944	120.839244976	465.2						
T	14.031366269	120.838001583	467.4						
T	14.033157387	120.835304835	488.3						
T	14.035741030	120.830743605	445.5						
T	14.038724433	120.825973529	436.1						
T	14.039916889	120.823900163	455.9						
T	14.040909863	120.822034574	420.4						
T	14.041903877	120.820375659	449.3						
T	14.043099438	120.818922309	488.5						
T	14.043693471	120.817472273	522.3						
T	14.044289631	120.816435582	526.9						
T	14.044884713	120.815192216	535.8						
T	14.045879711	120.813739956	514.6						
T	14.046676343	120.812702148	517.2						
T	14.047069817	120.811253205	553.4						
T	14.047864275	120.809802038	564.5						
T	14.048458224	120.808351975	568.5						
T	14.048852742	120.807109695	592.8						
T	14.049046753	120.805868525	623.8						
T	14.049442338	120.804832914	622.8						
T	14.049837916	120.803797300	572.5						
T	14.050233490	120.802761682	534.8						
T	14.050428559	120.801727176	531.6						
T	14.050823034	120.800484872	518.3						
T	14.051214234	120.798622521	478.5						
T	14.051409282	120.797588002	466.5						
T	14.051605418	120.796760160	474.3						
T	14.051996585	120.794897784	511.1						
T	14.052388828	120.793242077	483.2						
T	14.052582755	120.792000850	511.5						
T	14.052776674	120.790759617	543.8						
T	14.053169986	120.789310564	575.4						
T	14.053562189	120.787654811	539.0						
T	14.054153775	120.785791225	530.2						
T	14.055547343	120.783923093	490.5						
T	14.056338297	120.781851625	456.0						
T	14.056533270	120.780817009	419.1						
T	14.057122592	120.778539922	340.9						
T	14.057716333	120.777089605	296.2						
T	14.057911286	120.776054952	275.5						
T	14.058898234	120.773155372	234.0						
T	14.059887385	120.770669137	200.0						
T	14.060478859	120.768805276	184.9						
T	14.060673783	120.767770542	178.7						
T	14.060671549	120.767357107	177.2						
T	14.060663727	120.765910065	169.2						
T	14.060658134	120.764876457	164.6						
T	14.060651417	120.763636113	169.2						
T	14.059847152	120.763227251	162.1						
T	14.059243390	120.762817246	157.4						
T	14.058640748	120.762613963	158.4						
T	14.057638214	120.762619699	157.1						
T	14.056034155	120.762628871	158.3						
T	14.055635388	120.763044611	162.2						
T	14.055438251	120.763665921	164.5						
T	14.054842344	120.764702952	174.2						
T	14.054445819	120.765532111	178.9						
T	14.054054896	120.767394833	188.3						
T	14.053462337	120.769051954	188.1						
T	14.053068037	120.770294487	200.4						
T	14.052673731	120.771537009	219.7						
T	14.052281651	120.773192923	234.5						
T	14.051489667	120.775057783	269.1						
T	14.050698781	120.777129308	308.6						
T	14.050105050	120.778579580	329.1						
T	14.049513528	120.780443217	371.8						
T	14.048520986	120.782309084	381.4						
T	14.047932750	120.784792731	419.0						
T	14.047136260	120.785830668	458.2						
T	14.046941275	120.786865220	480.5						
T	14.046551286	120.788934303	515.3						
T	14.046155782	120.789969961	558.5						
T	14.045960773	120.791004489	554.4						
T	14.045372432	120.793488011	542.8						
T	14.044587927	120.796799329	551.5						
T	14.043801185	120.799697256	608.4						
T	14.043607213	120.800938419	663.3						
T	14.043211643	120.801974019	680.4						
T	14.043018740	120.803421847	629.0						
T	14.042626405	120.805077458	609.0						
T	14.042431313	120.806111933	589.9						
T	14.041843846	120.808802004	576.4						
T	14.041256336	120.811492066	536.6						
T	14.040870359	120.814387685	510.9						
T	14.040276342	120.815837710	485.2						
T	14.040088665	120.818318879	459.0						
T	14.039694051	120.819561125	473.6						
T	14.039498869	120.820595594	470.7						
T	14.039304748	120.821836736	442.2						
T	14.038909043	120.822872311	422.7						
T	14.038713840	120.823906784	441.6						
T	14.038319182	120.825149035	431.3						
T	14.038324474	120.826182409	423.2						
T	14.037731399	120.827839120	390.9						
T	14.037736674	120.828872501	395.0						
T	14.037542483	120.830113665	447.5						
T	14.036956711	120.833217144	441.1						
T	14.036567207	120.835492833	499.2						
T	14.036175579	120.837355172	486.2						
T	14.035584454	120.839425310	418.8						
T	14.035189658	120.840667620	426.2						
T	14.034797963	120.842530004	447.6						
T	14.034400034	120.843152263	454.2						
T	14.033803646	120.844189001	447.7						
T	14.033202083	120.844192288	448.6						
T	14.032398961	120.843989981	443.2						
T	14.031594804	120.843580988	425.6						
T	14.030789606	120.842965313	410.7						
T	14.030386487	120.842554135	399.7						
T	14.029179195	120.841733978	377.7						
T	14.028572437	120.840703852	434.9						
T	14.028365687	120.839464853	455.4						
T	14.028153726	120.837192461	446.7						
T	14.028149559	120.836365742	445.2						
T	14.028546441	120.835536826	463.3						
T	14.029138610	120.833673423	438.4						
T	14.029127088	120.831399991	395.8						
T	14.029516575	120.829124373	408.6						
T	14.030306012	120.826639890	343.0						
T	14.030899116	120.824983207	390.3						
T	14.031894293	120.823530988	385.4						
T	14.033684065	120.820627657	394.8						
T	14.035274315	120.817932098	435.5						
T	14.035671067	120.817103206	450.6						
T	14.036066742	120.816067643	473.8						
T	14.036661848	120.814824302	518.2						
T	14.037055363	120.813375399	574.6						
T	14.037248351	120.811927604	594.0						
T	14.037643992	120.810892037	603.8						
T	14.037639685	120.810065359	606.2						
T	14.037835883	120.809237570	604.9						
T	14.037829409	120.807997553	629.7						
T	14.037824007	120.806964205	666.1						
T	14.037213823	120.805314187	650.6						
T	14.037006813	120.804075282	594.3						
T	14.037001387	120.803041934	580.9						
T	14.036993779	120.801595243	587.4						
T	14.036987249	120.800355220	587.1						
T	14.037379546	120.798699619	628.8						
T	14.037371902	120.797252916	565.4						
T	14.037966868	120.796009529	496.5						
T	14.038359125	120.794353904	439.5						
T	14.038948578	120.792077119	416.8						
T	14.039144691	120.791249294	391.3						
T	14.039740714	120.790212546	415.7						
T	14.039933511	120.788764677	458.0						
T	14.040723400	120.786486706	427.5						
T	14.041316080	120.784829877	379.1						
T	14.041506616	120.782968594	339.0						
T	14.042098152	120.781105040	322.9						
T	14.042490277	120.779449279	347.4						
T	14.043084009	120.777999059	366.2						
T	14.043876010	120.776134306	337.0						
T	14.044069819	120.774893005	330.8						
T	14.044264740	120.773858389	301.3						
T	14.044458536	120.772617066	257.7						
T	14.044855076	120.771787999	228.7						
T	14.045052225	120.771166761	208.1						
T	14.045248248	120.770338816	188.8						
T	14.045644781	120.769509732	180.7						
T	14.046039063	120.768267226	181.8						
T	14.046427712	120.765991153	171.5						
T	14.046622590	120.764956458	155.8						
T	14.046814080	120.763301603	141.8						
T	14.046806173	120.761854583	135.5						
T	14.046604528	120.761649009	134.1						
T	14.046600004	120.760822130	135.1						
T	14.045790014	120.759379647	134.8						
T	14.044787434	120.759385353	131.0						
T	14.044588052	120.759593217	131.3						
T	14.044393203	120.760627956	136.0						
T	14.043798452	120.761871680	136.0						
T	14.043011091	120.764563510	144.5						
T	14.042624727	120.767252996	159.2						
T	14.041838426	120.770151388	177.8						
T	14.041644651	120.771392723	188.7						
T	14.041249235	120.772428480	203.8						
T	14.041053205	120.773256400	215.6						
T	14.040458387	120.774499964	213.8						
T	14.040066307	120.776155768	229.5						
T	14.039475935	120.778226059	256.4						
T	14.038885540	120.780296318	305.1						
T	14.038288454	120.781126437	326.6						
T	14.038090165	120.781540933	324.2						
T	14.037497515	120.783197776	345.4						
T	14.036900415	120.784027874	355.9						
T	14.036107227	120.785685810	334.1						
T	14.035512327	120.786929251	291.2						
T	14.034918519	120.788379355	338.9						
T	14.034527421	120.790241678	414.9						
T	14.033931386	120.791278409	468.8						
T	14.033738571	120.792726243	457.5						
T	14.033545744	120.794174068	427.1						
T	14.032554131	120.796246365	530.0						
T	14.032164035	120.798315296	506.0						
T	14.031575577	120.800798664	486.7						
T	14.031184337	120.802660901	532.3						
T	14.030600142	120.805970909	452.5						
T	14.030019107	120.809900900	436.5						
T	14.030234684	120.812793114	463.7						
T	14.030249689	120.815686444	438.5						
T	14.030061988	120.818167556	420.2						
T	14.029671604	120.820236446	414.1						
T	14.029484890	120.822924243	379.1						
T	14.029696000	120.824989836	380.3						
T	14.029706562	120.827056545	338.4						
T	14.029711833	120.828089905	358.2						
T	14.029718149	120.829329943	417.4						
T	14.029724455	120.830569986	408.1						
T	14.029729703	120.831603358	395.6						
T	14.029733897	120.832430061	411.7						
T	14.029541747	120.834084575	449.7						
T	14.028946445	120.835327944	468.0						
T	14.027945908	120.835746808	448.9						
T	14.027346412	120.836163469	438.5						
T	14.025944800	120.836584538	438.6						
T	14.025343212	120.836587843	430.5						
T	14.023333732	120.835772157	396.0						
T	14.023331649	120.835358803	402.4						
T	14.023126945	120.834533204	408.8						
T	14.023721233	120.833083169	414.8						
T	14.024507644	120.829978657	374.0						
T	14.024898192	120.827909737	337.8						
T	14.025493453	120.826666402	300.9						
T	14.025684479	120.824805273	350.2						
T	14.026077063	120.823149714	372.1						
T	14.026466441	120.820874159	354.2						
T	14.026858981	120.819218611	350.9						
T	14.027050977	120.817564173	359.7						
T	14.027639719	120.815080859	408.4						
T	14.027635434	120.814254197	415.4						
T	14.027623630	120.811980879	399.3						
T	14.027616100	120.810534224	367.4						
T	14.027607478	120.808880904	378.4						
T	14.028597116	120.806395364	440.0						
T	14.028592785	120.805568701	444.9						
T	14.028584110	120.803915375	481.7						
T	14.029178068	120.802465371	463.0						
T	14.029374234	120.801637591	437.4						
T	14.029566039	120.799983140	429.2						
T	14.029558398	120.798536466	466.6						
T	14.028945899	120.796473128	470.0						
T	14.028942612	120.795853122	435.6						
T	14.028937128	120.794819775	385.5						
T	14.028525094	120.792755308	335.1						
T	14.029514480	120.790269656	382.8						
T	14.029104602	120.788618508	342.8						
T	14.029100177	120.787791810	331.4						
T	14.029495683	120.786756195	341.4						
T	14.029691771	120.785928372	315.1						
T	14.029885632	120.784687187	257.5						
T	14.029878963	120.783447118	222.6						
T	14.029870055	120.781793680	214.9						
T	14.030066119	120.780965834	225.5						
T	14.030659873	120.779515687	216.7						
T	14.031050855	120.777653279	186.9						
T	14.031447420	120.776824283	180.4						
T	14.031640094	120.775376341	174.4						
T	14.031838373	120.774961839	173.8						
T	14.032031030	120.773513878	168.3						
T	14.032225929	120.772479289	164.3						
T	14.032620219	120.771236870	164.3						
T	14.032817358	120.770615655	164.5						
T	14.033011112	120.769374342	165.0						
T	14.033405379	120.768131890	155.0						
T	14.033600247	120.767097256	157.9						
T	14.033795110	120.766062609	162.2						
T	14.033389524	120.765238051	159.3						
T	14.032587422	120.765242573	157.5						
T	14.031785314	120.765247093	152.7						
T	14.030983201	120.765251611	147.6						
T	14.029780021	120.765258384	139.9						
T	14.029381234	120.765674050	140.4						
T	14.028783049	120.766297539	143.5						
T	14.027391805	120.768579114	149.0						
T	14.026400462	120.770651697	152.4						
T	14.026008437	120.772307483	158.7						
T	14.025815799	120.773755435	162.6						
T	14.025619772	120.774583313	165.4						
T	14.025026051	120.776033487	172.0						
T	14.024826641	120.776241294	172.0						
T	14.023435257	120.778522662	182.3						
T	14.023240328	120.779557190	185.4						
T	14.022848210	120.781212867	189.2						
T	14.022858259	120.783072966	191.9						
T	14.022868284	120.784933050	196.7						
T	14.022880505	120.787206463	217.7						
T	14.022693268	120.789687644	274.3						
T	14.022509292	120.792788806	260.5						
T	14.022123622	120.795684383	317.4						
T	14.021538458	120.798787715	291.0						
T	14.021150493	120.801269919	291.4						
T	14.020956493	120.802511015	277.3						
T	14.020770079	120.805198751	294.9						
T	14.020380922	120.807474266	268.6						
T	14.020194415	120.810161991	289.6						
T	14.019804104	120.812230838	278.0						
T	14.019410543	120.813679696	281.7						
T	14.019218576	120.815334108	318.6						
T	14.018824981	120.816782968	291.8						
T	14.018629776	120.817817393	300.6						
T	14.018435630	120.819058484	299.5						
T	14.018040931	120.820300685	273.0						
T	14.017646218	120.821542888	300.5						
T	14.017450978	120.822577321	340.3						
T	14.017254672	120.823405090	353.0						
T	14.016859927	120.824647299	353.2						
T	14.016468328	120.826509513	362.2						
T	14.016075652	120.828165069	334.9						
T	14.015479264	120.829201732	310.6						
T	14.015080272	120.829617283	333.7						
T	14.014883910	120.830445068	365.4						
T	14.014287495	120.831481739	369.7						
T	14.013685847	120.831485059	369.5						
T	14.012281989	120.831492810	369.8						
T	14.011479770	120.831497240	362.8						
T	14.010675461	120.831088331	353.2						
T	14.009871139	120.830679427	348.6						
T	14.008862073	120.829444958	335.4						
T	14.008255149	120.828414946	334.3						
T	14.007041279	120.826354938	325.9						
T	14.006428006	120.824084954	294.7						
T	14.006421671	120.822844971	260.4						
T	14.007003223	120.818915053	314.2						
T	14.007596392	120.817258430	318.1						
T	14.007988976	120.815602921	317.6						
T	14.007983630	120.814569617	312.5						
T	14.008370810	120.811880810	280.1						
T	14.008963877	120.810224195	281.6						
T	14.009559078	120.808980900	278.0						
T	14.010355896	120.807943153	262.2						
T	14.011945156	120.805041011	204.2						
T	14.013529968	120.801312205	247.0						
T	14.014918497	120.798411134	223.1						
T	14.015707512	120.795926709	225.2						
T	14.016701431	120.794267814	229.3						
T	14.017298651	120.793437805	214.6						
T	14.018096401	120.792606677	209.1						
T	14.019493552	120.791358861	227.7						
T	14.020685713	120.789285469	220.5						
T	14.022277797	120.787003144	212.9						
T	14.023469881	120.784929695	198.8						
T	14.024868034	120.783888482	202.9						
T	14.026267282	120.783053933	210.1						
T	14.027467105	120.782427175	210.8						
T	14.029066849	120.781591487	208.1						
T	14.030265527	120.780758028	232.5						
T	14.031464195	120.779924562	239.4						
T	14.032260695	120.778886646	213.4						
T	14.032856667	120.777849844	205.6						
T	14.034260303	120.777841969	224.6						
T	14.036264360	120.777624023	200.7						
T	14.036865907	120.777620644	206.4						
T	14.038265041	120.776785995	225.5						
T	14.039668635	120.776778100	235.7						
T	14.041068868	120.776150123	267.0						
T	14.043070623	120.775518744	300.3						
T	14.045074597	120.775300738	348.4						
T	14.045875511	120.775089515	310.5						
T	14.047880580	120.775078191	291.8						
T	14.049681784	120.774447892	252.7						
T	14.050883697	120.774234385	247.4						
T	14.052485500	120.773811897	252.2						
T	14.054486075	120.772973711	241.6						
T	14.055486361	120.772554611	228.2						
T	14.057285312	120.771510816	210.7						
T	14.058486097	120.771090552	207.5						
T	14.059686883	120.770670279	199.6						
T	14.060288389	120.770666852	199.9						
T	14.061088170	120.770248853	194.5						
T	14.062891574	120.770031847	199.1						
T	14.063491966	120.769821695	197.8						
T	14.064493363	120.769609256	190.7						
T	14.066496158	120.769184353	196.1						
T	14.068902184	120.769170584	204.5						
T	14.070706705	120.769160247	210.2						
T	14.071712545	120.769774677	215.5						
T	14.072516771	120.770183532	217.9						
T	14.073324319	120.771212561	220.0						
T	14.073130456	120.772454052	221.4						
T	14.072535587	120.773697818	229.7						
T	14.072337297	120.774112404	231.6						
T	14.071341427	120.775358433	228.1						
T	14.070745450	120.776395441	230.8						
T	14.069145875	120.777231426	245.8						
T	14.067749010	120.778479672	271.9						
T	14.066752038	120.779518904	296.5						
T	14.065757271	120.780971531	320.2						
T	14.064958589	120.781596186	338.5						
T	14.064361506	120.782426402	363.0						
T	14.063162932	120.783260007	391.5						
T	14.061367271	120.784923784	478.0						
T	14.059377700	120.787828810	563.5						
T	14.056989300	120.791149375	468.4						
T	14.054400360	120.794470959	478.2						
T	14.052408496	120.796962361	468.3						
T	14.051411462	120.798001362	471.5						
T	14.050212836	120.798834792	481.0						
T	14.049614607	120.799458183	492.5						
T	14.047418908	120.801330564	562.6						
T	14.046020839	120.802371753	653.2						
T	14.043624585	120.804245197	604.7						
T	14.040625693	120.805915277	615.5						
T	14.039425901	120.806541966	598.8						
T	14.038627117	120.807166426	630.8						
T	14.036629592	120.808624230	601.9						
T	14.034633109	120.810288687	552.7						
T	14.032636583	120.811953130	494.8						
T	14.032236627	120.812162017	490.9						
T	14.031636155	120.812372013	488.8						
